"","Subsystem.Level.2","location","mean.loc.abund"
"967","Resistance to toxic compounds","Lapaz",0.0270302975729233
"968","Resistance to toxic compounds","Ningaloo",0.0159552268791281
"969","Resistance to toxic compounds","Philippines",0.0347162434696224
"970","Resistance to toxic compounds","Tanzania",0.0312849731107195
"971","Type III, Type IV, Type VI, ESAT secretion systems","Cancun",0.00438682512672038
"972","Type III, Type IV, Type VI, ESAT secretion systems","Lapaz",0.00287635694115194
"973","Type III, Type IV, Type VI, ESAT secretion systems","Ningaloo",0.00186997524565863
"974","Type III, Type IV, Type VI, ESAT secretion systems","Philippines",0.00861143528250287
"975","Type III, Type IV, Type VI, ESAT secretion systems","Tanzania",0.00228693027031028
"976","Virulence, Disease, and Defense","Cancun",2.13475248475101e-05
"977","Virulence, Disease, and Defense","Lapaz",3.70914445658379e-05
"978","Virulence, Disease, and Defense","Ningaloo",1.90005663567408e-05
"979","Virulence, Disease, and Defense","Philippines",4.64544538218927e-05
"980","Virulence, Disease, and Defense","Tanzania",2.79006773159597e-05
"981","Adhesion","Cancun",0.000233920152951109
"982","Adhesion","Lapaz",0.000308837588205559
"983","Adhesion","Ningaloo",0.00015242022236314
"984","Adhesion","Philippines",0.000314191157260164
"985","Adhesion","Tanzania",0.00017343695113354
"986","Bacteriocins, ribosomally synthesized antibacterial peptides","Cancun",0.00139261821786375
"987","Bacteriocins, ribosomally synthesized antibacterial peptides","Lapaz",0.00148504452601685
"988","Bacteriocins, ribosomally synthesized antibacterial peptides","Ningaloo",0.00162886646962472
"989","Bacteriocins, ribosomally synthesized antibacterial peptides","Philippines",0.00151129444067947
"990","Bacteriocins, ribosomally synthesized antibacterial peptides","Tanzania",0.00150753516065929
"991","Detection","Cancun",6.40044329236157e-05
"992","Detection","Lapaz",0.000217893823153632
"993","Detection","Ningaloo",9.13365525269688e-05
"994","Detection","Philippines",0.000122242140054238
"995","Detection","Tanzania",9.18875959099144e-05
"996","Invasion and intracellular resistance","Cancun",0.000399939780806781
"997","Invasion and intracellular resistance","Lapaz",0.00033146618142058
"998","Invasion and intracellular resistance","Ningaloo",0.000227494843275912
"999","Invasion and intracellular resistance","Philippines",0.000543909856424475
"1000","Invasion and intracellular resistance","Tanzania",0.000552057128993034
"1001","Toxins and superantigens","Cancun",1.69536828783232e-05
"1002","Toxins and superantigens","Lapaz",2.94670600497551e-05
"1003","Toxins and superantigens","Ningaloo",8.39653208923321e-06
"1004","Toxins and superantigens","Philippines",1.39968712713397e-05
"1005","Toxins and superantigens","Tanzania",3.11071935384993e-06
"1006","Molybdopterin cytosine dinucleotide","Cancun",0
"1007","Molybdopterin cytosine dinucleotide","Lapaz",0.000895758845128118
"1008","Molybdopterin cytosine dinucleotide","Ningaloo",0
"1009","Molybdopterin cytosine dinucleotide","Philippines",0
"1010","Molybdopterin cytosine dinucleotide","Tanzania",0
"1011","Nucleotide sugars","Cancun",0
"1012","Nucleotide sugars","Lapaz",1.25168775414934e-05
"1013","Nucleotide sugars","Ningaloo",5.13675790877736e-05
"1014","Nucleotide sugars","Philippines",5.96770041376665e-06
"1015","Nucleotide sugars","Tanzania",5.69622825512397e-06
"1016","Methanofuran","Cancun",0
"1017","Methanofuran","Lapaz",1.48036927282693e-05
"1018","Methanofuran","Ningaloo",0
"1019","Methanofuran","Philippines",0
"1020","Methanofuran","Tanzania",0
"1021","Coenzyme F420","Cancun",0
"1022","Coenzyme F420","Lapaz",8.22085456924692e-05
"1023","Coenzyme F420","Ningaloo",0
"1024","Coenzyme F420","Philippines",0
"1025","Coenzyme F420","Tanzania",0.000179836524553576
"1026","Coenzyme M","Cancun",0
"1027","Coenzyme M","Lapaz",3.14424449747154e-05
"1028","Coenzyme M","Ningaloo",0
"1029","Coenzyme M","Philippines",0
"1030","Coenzyme M","Tanzania",1.71654539696098e-05
"1031","DNA phosphorothioation","Cancun",0
"1032","DNA phosphorothioation","Lapaz",5.27683963164762e-05
"1033","DNA phosphorothioation","Ningaloo",0
"1034","DNA phosphorothioation","Philippines",0
"1035","DNA phosphorothioation","Tanzania",0
"1036","Heme transport","Cancun",0
"1037","Heme transport","Lapaz",0.00133052750271151
"1038","Heme transport","Ningaloo",0
"1039","Heme transport","Philippines",0
"1040","Heme transport","Tanzania",0.00189281649092878
"1041","Lactate racemization","Cancun",0
"1042","Lactate racemization","Lapaz",6.69904996529679e-07
"1043","Lactate racemization","Ningaloo",0
"1044","Lactate racemization","Philippines",0
"1045","Lactate racemization","Tanzania",0
"1046","Lipid-derived mediators","Cancun",0
"1047","Lipid-derived mediators","Lapaz",0
"1048","Lipid-derived mediators","Ningaloo",4.80854049628447e-05
"1049","Lipid-derived mediators","Philippines",0
"1050","Lipid-derived mediators","Tanzania",0
"1051","Dimethylarginine metabolism","Cancun",0
"1052","Dimethylarginine metabolism","Lapaz",0.00022221591471071
"1053","Dimethylarginine metabolism","Ningaloo",0
"1054","Dimethylarginine metabolism","Philippines",0
"1055","Dimethylarginine metabolism","Tanzania",0.000207715402886885
"1056","Cofactors general","Cancun",0
"1057","Cofactors general","Lapaz",5.99566047007589e-05
"1058","Cofactors general","Ningaloo",0.00039863543075892
"1059","Cofactors general","Philippines",0
"1060","Cofactors general","Tanzania",0
"1061","Plant Glucosinolates","Cancun",0
"1062","Plant Glucosinolates","Lapaz",0
"1063","Plant Glucosinolates","Ningaloo",2.11793699845224e-06
"1064","Plant Glucosinolates","Philippines",0
"1065","Plant Glucosinolates","Tanzania",0
"1066","Arabinose","Cancun",0
"1067","Arabinose","Lapaz",9.70160813159428e-08
"1068","Arabinose","Ningaloo",0
"1069","Arabinose","Philippines",3.50268954505529e-07
"1070","Arabinose","Tanzania",2.29228316190993e-06
"1071","Amino acid general","Cancun",0
"1072","Amino acid general","Lapaz",1.03898593210879e-05
"1073","Amino acid general","Ningaloo",0
"1074","Amino acid general","Philippines",0
"1075","Amino acid general","Tanzania",8.87757088113495e-05
"1076","Iron general","Cancun",0
"1077","Iron general","Lapaz",0.000170079349174545
"1078","Iron general","Ningaloo",0
"1079","Iron general","Philippines",0
"1080","Iron general","Tanzania",0.00126421871285485
"1081","Bactluciferase","Cancun",0
"1082","Bactluciferase","Lapaz",1.39274564516343e-06
"1083","Bactluciferase","Ningaloo",0
"1084","Bactluciferase","Philippines",0
"1085","Bactluciferase","Tanzania",2.06166820526306e-05
"1086","Biolumenescence","Cancun",0
"1087","Biolumenescence","Lapaz",0
"1088","Biolumenescence","Ningaloo",0
"1089","Biolumenescence","Philippines",0
"1090","Biolumenescence","Tanzania",1.29921291029573e-07
"1091","Dissimilatory nitrate reductase","Cancun",0
"1092","Dissimilatory nitrate reductase","Lapaz",9.98128281801794e-05
"1093","Dissimilatory nitrate reductase","Ningaloo",0
"1094","Dissimilatory nitrate reductase","Philippines",0
"1095","Dissimilatory nitrate reductase","Tanzania",0.000577158790847262
"1096","Potassium uptake","Cancun",0
"1097","Potassium uptake","Lapaz",5.46091490930918e-05
"1098","Potassium uptake","Ningaloo",0
"1099","Potassium uptake","Philippines",0
"1100","Potassium uptake","Tanzania",0.000324896137121702
"1101","Potassium efflux","Cancun",0
"1102","Potassium efflux","Lapaz",3.52296417158015e-05
"1103","Potassium efflux","Ningaloo",0
"1104","Potassium efflux","Philippines",0
"1105","Potassium efflux","Tanzania",0.00017938554929416
"1106","Intron genes","Cancun",0
"1107","Intron genes","Lapaz",0.000257762586802361
"1108","Intron genes","Ningaloo",0
"1109","Intron genes","Philippines",0
"1110","Intron genes","Tanzania",0.00101446084437332
"1111","Carbon monoxide","Cancun",0
"1112","Carbon monoxide","Lapaz",2.88455964517101e-05
"1113","Carbon monoxide","Ningaloo",0
"1114","Carbon monoxide","Philippines",0
"1115","Carbon monoxide","Tanzania",0.000125639673547699
"1116","Carbon Starvation","Cancun",0
"1117","Carbon Starvation","Lapaz",0.00025495951957562
"1118","Carbon Starvation","Ningaloo",0
"1119","Carbon Starvation","Philippines",0
"1120","Carbon Starvation","Tanzania",0.00112621689180358
"1121","Phosphonoalanine","Cancun",0
"1122","Phosphonoalanine","Lapaz",6.7479062313968e-08
"1123","Phosphonoalanine","Ningaloo",0
"1124","Phosphonoalanine","Philippines",0
"1125","Phosphonoalanine","Tanzania",0
"1126","Spore DNA protection","Cancun",0
"1127","Spore DNA protection","Lapaz",1.94032162631886e-07
"1128","Spore DNA protection","Ningaloo",0
"1129","Spore DNA protection","Philippines",0
"1130","Spore DNA protection","Tanzania",0
"1131","Flavohaemoglobin","Cancun",0
"1132","Flavohaemoglobin","Lapaz",0
"1133","Flavohaemoglobin","Ningaloo",0
"1134","Flavohaemoglobin","Philippines",0.0024679454847415
"1135","Flavohaemoglobin","Tanzania",0
"1136","Petidoglycan biosynthesis","Cancun",0
"1137","Petidoglycan biosynthesis","Lapaz",0
"1138","Petidoglycan biosynthesis","Ningaloo",0
"1139","Petidoglycan biosynthesis","Philippines",0
"1140","Petidoglycan biosynthesis","Tanzania",0.00872215407148861
"1141","Iron metabolism","Cancun",0
"1142","Iron metabolism","Lapaz",0
"1143","Iron metabolism","Ningaloo",0
"1144","Iron metabolism","Philippines",0
"1145","Iron metabolism","Tanzania",0.00310223938904545
"1146","Zinc regulated enzymes","Cancun",0
"1147","Zinc regulated enzymes","Lapaz",0
"1148","Zinc regulated enzymes","Ningaloo",0
"1149","Zinc regulated enzymes","Philippines",0
"1150","Zinc regulated enzymes","Tanzania",0.00325355524716911
"1151","cAMP","Cancun",0
"1152","cAMP","Lapaz",0
"1153","cAMP","Ningaloo",0
"1154","cAMP","Philippines",0
"1155","cAMP","Tanzania",0.0046195531643193
"1156","Biogenesis of c-type cytochromes","Cancun",0
"1157","Biogenesis of c-type cytochromes","Lapaz",0
"1158","Biogenesis of c-type cytochromes","Ningaloo",0
"1159","Biogenesis of c-type cytochromes","Philippines",0
"1160","Biogenesis of c-type cytochromes","Tanzania",0.0077685831228051
"1161","Hemoglobins","Cancun",0
"1162","Hemoglobins","Lapaz",0
"1163","Hemoglobins","Ningaloo",0
"1164","Hemoglobins","Philippines",0
"1165","Hemoglobins","Tanzania",0.00749711872404842
"1166","Flabohaemoglobin","Cancun",0
"1167","Flabohaemoglobin","Lapaz",0
"1168","Flabohaemoglobin","Ningaloo",0
"1169","Flabohaemoglobin","Philippines",0
"1170","Flabohaemoglobin","Tanzania",0.00229181002283405
"1171","Dimethylsulfoniopropionate (DMSP) mineralization","Cancun",0
"1172","Dimethylsulfoniopropionate (DMSP) mineralization","Lapaz",0
"1173","Dimethylsulfoniopropionate (DMSP) mineralization","Ningaloo",0
"1174","Dimethylsulfoniopropionate (DMSP) mineralization","Philippines",0
"1175","Dimethylsulfoniopropionate (DMSP) mineralization","Tanzania",0.00235925988855717
